noeea,name,x_icold,y_icold,score,x_prop,y_prop,x_val,y_val,area,cap_total,ic_city,country,lake_name,river_id,river_name,year_opp,year_dead,comments,valid,ic_continent,is_main,noeea_m,is_icold,alias,ic_year,ic_state,ic_high,ic_high_guessed,ic_length,ic_length_guessed,ic_vol,ic_purpose,ic_owner,ic_note,ic_particular,ic_international,ic_sealing,ic_foundation,ic_capacity,ic_area,ic_spill,ic_type_spill,ic_engineer,ic_contractor,ic_p_mw,ic_e_whpyear,ic_irrigation,ic_floodstock,ic_settlement,
"DGB0463","TITTESWORTH","-32768","-32768","0","-32768","-32768","0","0","765","6400","Leek","GB","","8860","","1962","-32768","","","","t","","t","","1963","England","30","f","390","f","413","RS","Severn-Trent Water","","H","","fc","R/S","6400","765","","L","Binnie & Partners","John Howard & Co Ltd","","","","","",
"DGB0464","VAL DE LA MARE","-32768","-32768","0","-32768","-32768","0","0","","940","St Peter","GB","","-32768","","-32768","-32768","","","","t","","t","","1962","Jersey","32","f","182","f","39","S","Jersey New Waterworks Co.Ltd","","U","","","","940","","","","T&C Hawksley","Direct Labour","","","","","",
"DGB0465","AWE BARRAGE","-32768","-32768","0","-32768","-32768","0","0","39000","256000","","GB","","-32768","","-32768","-32768","","","","t","","t","","1962","","13","f","88","t","","H","","","","","","","256000","39000","","","","","","","","","",
"DGB0466","GREENBOOTH","-32768","-32768","0","-32768","-32768","0","0","230","3405","Norden","GB","","11037","","-32768","-32768","","","","t","","t","","1963","England","32","f","305","f","630","S","North West Water","","U","","ie","R/S","3405","230","","L","G.H.Hill & Sons","Sir Alfred McAlpine","","","","","",
"DGB0467","LAMALOAD","-32768","-32768","0","-32768","-32768","0","0","170","1932","Macclesfield","GB","","9006","","-32768","-32768","","","","t","","t","","1963","England","38","f","186","f","55","S","North West Water","","U","","","R","1932","170","56","L","H.Lapworth","Richard Costain & Co Ltd","","","","","",
"DGB0468","LLANDEGFEDD","-32768","-32768","0","-32768","-32768","0","0","1732","24408","Pontypool","GB","","11363","","-32768","-32768","","","","t","","t","","1963","Wales","39","f","351","f","638","S","Welsh Water","","U","","ie","R","24408","1732","16","L","Rofe & & Raffety","Lehane, Mackenzie & Shand","","","","","",
"DGB0469","MONAR","-32768","-32768","0","-32768","-32768","0","0","74677","174100","Beauly","GB","","9258","","-32768","-32768","","","","t","","t","","1963","Scotland","35","f","161","f","28","H","Scottish Hydro Electric","","U","","","R","174100","74677","","L","Sir William Halcrow Ptnrs","Mitchell Construction Co Ltd","","","","","",
"DGB0470","CRUACHAN","-32768","-32768","0","-32768","-32768","0","0","485","11300","Oban","GB","","8149","","1964","-32768","","","","t","","t","","1965","Scotland","46","f","322","f","92","H","Scottish Power","","U","","","R","11300","485","109","L","James Williams & Ptnrs","William Tawse Ltd","","","","","",
"DGB0471","DIDDINGTON","-32768","-32768","0","-32768","-32768","0","0","6281","57760","Bedford","GB","","10670","","-32768","-32768","","","","t","","t","","1964","England","25","f","1707","f","1252","S","Anglian Water","","U","","ie","S","57760","6281","5","L","Binnie & Ptnrs","W&C French Ltd","","","","","",
"DGB0472","HAWKRIDGE","-32768","-32768","0","-32768","-32768","0","0","109","864","Bridgewater","GB","","9657","","-32768","-32768","","","","t","","t","","1964","England","29","f","147","f","","S","Wessex Water","","U","","","R","864","109","83","L","J.Taylor & Son","MJ Gleeson","","","","","",
"DGB0473","QUEEN ELIZABETH II","-32768","-32768","0","-32768","-32768","0","0","1283","19630","Walton","GB","","10590","","-32768","-32768","","","","t","","t","","1961","England","15","f","4370","f","3058","S","Thames Water","","U","","ie","S","19630","1283","","","W.Lloyd-Roberts Eng, NWB","","","","","","",
"DGB0474","LOCH TURRET","-32768","-32768","0","-32768","-32768","0","0","1840","18100","Crieff","GB","","11685","","-32768","-32768","","","","t","","t","","1964","Scotland","24","f","335","f","126","S","Central Scotland Water Board","","U","","fc","R","18100","1840","150","L","Babtie Shaw & Morton","Lehane Mackenzie & Shand Ltd","","","","","",
"DGB0475","ALTNAHINCH","-32768","-32768","0","-32768","-32768","0","0","180","1245","Ballymoney","GB","","8662","","-32768","-32768","","","","t","","t","","1965","N.Ireland","32","f","677","f","133","S","Dept. of Environment (N.I.)","","U","","ie","S","1245","180","128","L","Waterhouse & Rounthwaite","Reed & Mallik Ltd","","","","","",
"DGB0476","BALDERHEAD","-32768","-32768","0","-32768","-32768","0","0","1169","19684","Barnard Castle","GB","","8393","","-32768","-32768","","","","t","","t","","1964","England","52","f","914","f","2307","S","Northumbrian Water","","U","","ie","R","19684","1169","9","L","Sandeman Kennard & Ptnrs","Richard Costain & Co","","","","","",
"DGB0477","GLEN FINGLAS","-32768","-32768","0","-32768","-32768","0","0","1400","19018","Stirling","GB","","11684","","-32768","-32768","","","","t","","t","","1965","Scotland","36","f","229","f","34","S","Strathclyde Regional Council","","U","","","R","19018","1400","263","L","Babtie Shaw & Morton","Mowlem (Scotland) Ltd","","","","","",
"DGB0478","LLYN CELYN","-32768","-32768","0","-32768","-32768","0","0","3500","73965","Bala","GB","","11662","","-32768","-32768","","","","t","","t","","1965","Wales","58","f","701","f","2380","S","Welsh Water","","U","","ie","R/S","73965","3500","308","L","Binnie & Partners","Tarmac Civil Engineering Ltd","","","","","",
"DGB0479","STITHIANS","-32768","-32768","0","-32768","-32768","0","0","1080","5415","Redruth","GB","","9896","","-32768","-32768","","","","t","","t","","1965","England","42","f","241","f","36","S","South West Water","","U","","","R","5415","1080","84","L","H.Lapworth & Ptnrs","MJ Gleeson (Contractors) Ltd","","","","","",
"DGB0480","ALAW","-32768","-32768","0","-32768","-32768","0","0","3144","7500","","GB","","-32768","","-32768","-32768","","","","t","","t","","1965","","10","f","267","t","","S","","","","","","","7500","3144","","","","","","","","","",
"DGB0481","DERWENT","-32768","-32768","0","-32768","-32768","0","0","4050","50000","Consett","GB","","9036","","-32768","-32768","","","","t","","t","","1966","England","36","f","975","f","1985","S","North East Water","","U","","ie","S","50000","4050","266","L","Sunderland & South Shield WC","John Mowlem & Co Ltd","","","","","",
"DGB0482","STAUNTON HAROLD","-32768","-32768","0","-32768","-32768","0","0","846","6655","Derby","GB","","10527","","-32768","-32768","","","","t","","t","","1966","England","26","f","488","f","497","RS","Severn-Trent Water","","U","","ie","S","6655","846","127","L","Hal. Walhouse, SR Raggety","Tarmac Civil Engineering Ltd","","","","","",
"DGB0483","THRUSCROSS","-32768","-32768","0","-32768","-32768","0","0","580","7841","Harrogate","GB","","11909","","-32768","-32768","","","","t","","t","","1966","England","63","f","197","f","125","S","Yorkshire Water","","U","","","R","7841","580","214","L","Leeds Corporation","Holland & Hannan & Cubitts Ltd","","","","","",
"DGB0484","DOVESTONE","-32768","-32768","0","-32768","-32768","0","0","360","5048","Oldham","GB","","11499","","-32768","-32768","","","","t","","t","","1967","England","31","f","516","f","827","SR","North West Water","","U","","ie","R","5048","360","","L","G.H.Hill & Sons","AE Farr Ltd","","","","","",
"DGB0485","ERRWOOD","-32768","-32768","0","-32768","-32768","0","0","320","4216","Stockport","GB","","9496","","-32768","-32768","","","","t","","t","","1967","England","44","f","305","f","432","SR","North West Water","","U","","ie","R","4216","320","179","L","G.H.Hill & Sons","Lehane, Mackenzie & Shand","","","","","",
"DGB0486","WEST WATER","-32768","-32768","0","-32768","-32768","0","0","421","3400","West Linton","GB","","11929","","1967","-32768","","","","t","","t","","1969","England","24","f","369","f","660","S","Lothian Regional Council","","U","","ie","R/S","3400","421","91","L","Cuthbertson & Ptnrs","Reed Mallik Ltd","","","","","",
"DGB0487","WET SLEDDALE","-32768","-32768","0","-32768","-32768","0","0","300","2282","Penrith","GB","","9153","","-32768","-32768","","","","t","","t","","1967","England","29","f","610","f","99","S","North West Water","","U","","","R","2282","300","81","L","Manchester CWW, JC Rafferty","MJ Gleeson Ltd","","","","","",
"DGB0488","BOUGH BEECH","-32768","-32768","0","-32768","-32768","0","0","295","10440","Edenbridge","GB","","11475","","1968","-32768","","","","t","","t","","1982","England","24","f","1312","f","1437","S","East Surrey Water Company","","H","","ie","S","10440","295","18","L","Rofe, Kennard & Lapworth","Gleeson Civil Eng Ltd","","","","","",
"DGB0489","CLYWEDOG","-32768","-32768","0","-32768","-32768","0","0","2490","50000","Llanidloes","GB","","8884","","-32768","-32768","","","","t","","t","","1967","Wales","65","f","183","f","","RS","Severn-Trent Water","","U","","","R","50000","2490","510","L","Sir Halcrow & Ptnrs","Reed & Mallik Ltd","","","","","",
"DGB0490","FRUID","-32768","-32768","0","-32768","-32768","0","0","1190","10900","Peebles","GB","","9346","","1968","-32768","","","","t","","t","","1974","Scotland","23","f","305","f","303","S","Lothian Regional Council","","U","","ie","R/S","10900","1190","20","L","Cuthbertson & Ptnrs","Thyssen (GB) Ltd","","","","","",
"DGB0491","SIBLYBACK","-32768","-32768","0","-32768","-32768","0","0","570","3364","Liskeard","GB","","11286","","1968","-32768","","","","t","","t","","1969","England","32","f","229","f","30","S","South West Water","","U","","","R","3364","570","99","L","Rofe & Raffety","Gleeson Civil Eng Ltd","","","","","",
"DGB0492","WHITEADDER","-32768","-32768","0","-32768","-32768","0","0","781","7955","Haddington","GB","","11932","","-32768","-32768","","","","t","","t","","1968","England","27","f","209","f","398","S","Lothian Regional Council","","U","","ie","R/S","7955","781","312","L","G.H.Hill & Sons","AM Carmichael Ltd","","","","","",
"DGB0493","ARDLEIGH","-32768","-32768","0","-32768","-32768","0","0","568","2200","Colchester","GB","","11136","","-32768","-32768","","","","t","","t","","1969","England","21","f","385","f","195","S","Tendring Hundreds Water Co","","U","","ie","S","2200","568","43","L","Rofe, Kennard & Lapworth","A Monk & Co Ltd","","","","","",
"DGB0494","BACKWATER","-32768","-32768","0","-32768","-32768","0","0","1820","25000","Dundee","GB","","8373","","-32768","-32768","","","","t","","t","","1969","Scotland","37","f","550","f","1250","S","Tayside Regional Council","","U","","ie","R/S","25000","1820","113","L","Babtie Shaw & Morton","Balfour Beatty (Scotland) Ltd","","","","","",
"DGB0495","COVENHAM","-32768","-32768","0","-32768","-32768","0","0","882","10900","Louth","GB","","-32768","","1969","-32768","","","","t","","t","","1970","England","15","f","915","f","2200","S","Anglian Water","","U","","ie","S","10900","882","","L","Cooper/Rofe & Raffety","W&C French Ltd","","","","","",
"DGB0496","ARLINGTON","-32768","-32768","0","-32768","-32768","0","0","486","3510","Eastbourne","GB","","8959","","-32768","-32768","","","","t","","t","","1970","England","25","f","1010","f","765","S","Eastbourne Water Company","","U","","ie","S","3510","486","2","L","Binnie & Partners","Higgs & Hill (CE) Ltd","","","","","",
"DGB0497","BOOTH WOOD","-32768","-32768","0","-32768","-32768","0","0","220","3636","Halifax","GB","","8553","","1970","-32768","","","","t","","t","","1971","England","58","f","354","f","169","S","Yorkshire Water","","U","","","R","3636","220","167","L","Mander & Ptnrs","TES White","","","","","",
"DGB0498","COW GREEN","-32768","-32768","0","-32768","-32768","0","0","3116","40915","Barnard Castle","GB","","11528","","-32768","-32768","","","","t","","t","","1970","England","26","f","572","f","470","S","Northumbrian Water","","U","","ie","R","40915","3116","7","L","Rofe, Kennard & Lapworth","Mitchell Construction Co Ltd","","","","","",
"DGB0499","DUNGONNEL","-32768","-32768","0","-32768","-32768","0","0","300","1090","Ballymena","GB","","9143","","-32768","-32768","","","","t","","t","","1970","N.Ireland","17","f","265","f","55","S","Dept. of Environment (N.I.)","","U","","fa","R","1090","300","29","L","Ferguson & McIlveen","John Rainey Ltd","","","","","",
"DGB0500","SCAMMONDEN","-32768","-32768","0","-32768","-32768","0","0","420","7873","Huddersfield","GB","","8522","","-32768","-32768","","","","t","","t","","1970","England","73","f","625","f","4304","S","Yorkshire Water","","U","","ie","R","7873","420","45","L","Rofe, Kennard & Lapworth","Sir Alfred McAlpine & Son","","","","","",
"DGB0502","JUMBLES","-32768","-32768","0","-32768","-32768","0","0","250","2050","Bolton","GB","","9747","","-32768","-32768","","","","t","","t","","1971","England","22","f","163","f","116","SR","North West Water","","U","","ie","R","2050","250","190","L","G.H.Hill & Sons","AE Far Ltd","","","","","",
"DGB0504","BRADAN","-32768","-32768","0","-32768","-32768","0","0","2110","19200","Ayr","GB","","11912","","1972","-32768","","","","t","","t","","1973","Scotland","31","f","438","f","75","RS","Strathclyde Regional Council","","U","","","R","19200","2110","56","L","Babtie Shaw & Morton","Gleeson Civil Engineering Ltd","","","","","",
"DGB0505","CLUNAS","-32768","-32768","0","-32768","-32768","0","0","","771","Nairn","GB","","8880","","-32768","-32768","","","","t","","t","","1972","Scotland","17","f","69","f","24","S","Highland Regional Council","","U","","i","S","771","","36","L","RH Cuthbertson & Partners","Tarmac Construction Ltd","","","","","",
"DGB0506","CRAIGNAFEICH","-32768","-32768","0","-32768","-32768","0","0","","210","Lochgilphead","GB","","8933","","-32768","-32768","","","","t","","t","","1972","Scotland","16","f","50","f","4","S","Strathclyde Regional Council","","U","","","R","210","","104","L","RH Curthbertson & Partners","WH Rankin Ltd","","","","","",
"DGB0507","DRAYCOTE","-32768","-32768","0","-32768","-32768","0","0","2648","22730","Rugby","GB","","11476","","-32768","-32768","","","","t","","t","","1969","England","21","f","1372","f","1200","S","Severn-Trent Water","","U","","ie","S","22730","2648","6","L","Rofe, Kennard & Lapworth","Lehane, Mackenzie & Shand","","","","","",
"DGB0508","LLYN BRIANNE","-32768","-32768","0","-32768","-32768","0","0","2096","61000","Llandovery","GB","","11618","","-32768","-32768","","","","t","","t","","1972","Wales","91","f","274","f","2085","S","Welsh Water","","U","","ie","R","61000","2096","566","L","Binnie & Partners","George Wimpey & Co Ltd","","","","","",
"DGB0509","LLYS-Y-FRAN","-32768","-32768","0","-32768","-32768","0","0","757","9110","Haverford West","GB","","8059","","-32768","-32768","","","","t","","t","","1972","Wales","52","f","335","f","245","S","Welsh Water","","U","","","R","9110","757","352","L","Ward, Ashcroft & Parkman","Sir Lindsay Parkinson & Co Ltd","","","","","",
"DGB0510","MELDON","-32768","-32768","0","-32768","-32768","0","0","213","3200","Okehampton","GB","","11928","","1972","-32768","","","","t","","t","","1973","England","55","f","200","f","10","S","South West Water","","U","","","R","3200","213","176","L","Rofe, Kennard & Lapworth","Gleeson Civil Engineering Ltd","","","","","",
"DGB0511","CROWDY","-32768","-32768","0","-32768","-32768","0","0","470","1046","Camelford","GB","","11474","","-32768","-32768","","","","t","","t","","1973","England","16","f","133","f","9","S","South West Water","","U","","","R","1046","470","36","L","Lemond & Blizard","Tarmac Construction Ltd","","","","","",
"DGB0512","EMPINGHAM","-32768","-32768","0","-32768","-32768","0","0","12600","124000","Stamford","GB","","9608","","1973","-32768","","","","t","","t","","1975","England","40","f","1200","f","4700","S","Anglian Water","","U","","ie","S","124000","12600","18","L","Watson Hawksley","Gleeson Civil Engineering Ltd","","","","","",
"DGB0513","UPPER TAMAR","-32768","-32768","0","-32768","-32768","0","0","304","1350","Bude","GB","","11496","","-32768","-32768","","","","t","","t","","1975","England","23","f","263","f","30","S","South West Water","","H","","","R","1350","304","126","L","Rofe, Kennard & Lapworth","W&C French (Construction) Ltd","","","","","",
"DGB0514","WINSCAR","-32768","-32768","0","-32768","-32768","0","0","470","8296","Barnsley","GB","","9085","","-32768","-32768","","","","t","","t","","1975","England","53","f","520","f","1000","S","Yorkshire Water","","U","","fa","R","8296","470","135","L","Mander & Ptnrs","Gleeson CE Ltd","","","","","",
"DGB0515","WRAYSBURY","-32768","-32768","0","-32768","-32768","0","0","2023","34550","Spelthorne","GB","","-32768","","-32768","-32768","","","","t","","t","","1970","England","16","f","5700","f","6880","S","Thames Water","","U","","ie","S","34550","2023","","","E.Reed, Director (Eng), TWA","J Laing Construction Ltd","","","","","",
"DGB0516","BEWL BRIDGE","-32768","-32768","0","-32768","-32768","0","0","3100","31400","Tunbridge Wells","GB","","8487","","-32768","-32768","","","","t","","t","","1975","England","31","f","956","f","1260","S","Southern Water","","U","","ie","S","31400","3100","116","L","Medway WB, Rofe, Kennard ","Gleeson CE Ltd","","","","","",
"DGB0517","FOREMARK","-32768","-32768","0","-32768","-32768","0","0","930","13193","Burton-upon-Trent","GB","","10391","","1976","-32768","","","","t","","t","","1977","England","35","f","1036","f","","RS","Severn-Trent Water","","U","","ie","R","13193","930","9","L","J.Seddon","W&C French (Construction) Ltd","","","","","",
"DGB0518","QUEEN MOTHER","-32768","-32768","0","-32768","-32768","0","0","1922","38011","Windsor","GB","","-32768","","-32768","-32768","","","","t","","t","","1974","England","20","f","5350","f","8884","S","Thames Water","","U","","ie","S","38011","1922","","","E.Reed, Director (Eng), TWA","W&C French (Construction) Ltd","","","","","",
"DGB0519","ARDINGLY","-32768","-32768","0","-32768","-32768","0","0","770","4700","Haywards Heath","GB","","11267","","-32768","-32768","","","","t","","t","","1977","England","17","f","280","f","400","S","Sussex Water Company","","U","","ie","S","4700","770","136","L","Rofe, Kennard & Lapworth","Shephard, Hill Ltd","","","","","",
"DGB0520","CASTLEHILL","-32768","-32768","0","-32768","-32768","0","0","227","2804","Kinross","GB","","9042","","-32768","-32768","","","","t","","t","","1978","Scotland","30","f","120","f","","S","Fife Regional Council","","U","","","R","2804","227","356","L","Allen, Gordon","Gleeson CE Ltd","","","","","",
"DGB0521","BAKETHIN","-32768","-32768","0","-32768","-32768","0","0","670","1000","Newcastle upon Tyne","GB","","10562","","-32768","-32768","","","","t","","t","","1979","England","17","f","165","f","100","SRC","Northumbrian Water","","U","","fe","S","1000","670","700","L","Babtie Shaw & Morton","Wimpey Construction UK Ltd","","","","","",
"DGB0522","LLYN BRENIG","-32768","-32768","0","-32768","-32768","0","0","3715","61500","Denbigh","GB","","8051","","-32768","-32768","","","","t","","t","","1976","England","50","f","1200","f","4160","S","Welsh Water","","U","","ie","S","61500","3715","65","L","Binnie & Ptnrs","Sir Lindsay Parkinson & Co Ltd","","","","","",
"DGB0523","MARCHLYN MAWR","-32768","-32768","0","-32768","-32768","0","0","270","8841","Bangor","GB","","8054","","1979","-32768","","","","t","","t","","1980","Wales","72","f","635","f","1600","H","National Grid","","U","","fa","R/S","8841","270","5","L","James Williamson & Ptnrs","Gleeson CE Ltd","","","","","",
"DGB0524","WIMBLEBALL","-32768","-32768","0","-32768","-32768","0","0","1620","21500","Tiverton","GB","","9611","","-32768","-32768","","","","t","","t","","1978","England","63","f","300","f","184","S","South West Water","","U","","","R","21500","1620","210","L","Rofe, Kennard & Lapworth","Bovis CE Ltd","","","","","",
"DGB0525","BARCALDINE","-32768","-32768","0","-32768","-32768","0","0","168","1148","Oban","GB","","8029","","-32768","-32768","","","","t","","t","","1980","Scotland","24","f","259","f","78","S","Alginate Industries","","U","","fc","R","1148","168","134","L","Crouch & Hogg","Baird Brothers","","","","","",
"DGB0526","ALTON WATER","-32768","-32768","0","-32768","-32768","0","0","1580","9100","Ipswich","GB","","9672","","-32768","-32768","","","","t","","t","","1976","England","25","f","450","f","1210","S","Anglian Water","","U","","ie","S","9100","1580","57","L","Binnie & Ptnrs","Gleeson CE Ltd","","","","","",
"DGB0527","AIRY HOLM","-32768","-32768","0","-32768","-32768","0","0","85","276","Newcastle upon Tyne","GB","","11279","","-32768","-32768","","","","t","","t","","1982","England","20","f","460","f","55","S","Northumbrian Water","","U","","ie","R/S","276","85","23","L","Babtie Shaw & Morton","Gleeson CE Ltd","","","","","",
"DGB0528","KIELDER","-32768","-32768","0","-32768","-32768","0","0","10860","200000","Newcastle upon Tyne","GB","","10562","","-32768","-32768","","","","t","","t","","1982","England","55","f","1140","f","4000","SHRC","Northumbrian Water","","U","","ie","S","200000","10860","1010","L","Babtie Shaw & Morton","Balfour Beatty/Fairclough","","","","","",
"DGB0529","MEGGET","-32768","-32768","0","-32768","-32768","0","0","2560","61400","Selkirk","GB","","10356","","-32768","-32768","","","","t","","t","","1982","Scotland","56","f","568","f","2122","S","Lothian Regional Council","","U","","ia","R","61400","2560","210","L","Cuthbertson & Ptnrs","Whatlings (CE) Ltd","","","","","",
"DGB0530","COLLIFORD WATER","-32768","-32768","0","-32768","-32768","0","0","3690","29100","Bodmin","GB","","11394","","-32768","-32768","","","","t","","t","","1983","England","29","f","520","f","21","S","South West Water","","U","","fa","R","29100","3690","20","L","Babtie Shaw & Morton","Gleeson CE Ltd","","","","","",
"DGB0533","GRIMWITH","-32768","-32768","0","-32768","-32768","0","0","1470","21772","Pateley Bridge","GB","","9046","","-32768","-32768","","","","t","","t","","1986","England","49","f","994","f","1030","S","Yorkshire Water","","U","","ie","R","21772","1470","210","L","Rofe, Kennard & Lapworth","Sir Alfred McAlpine & Sons","","","","","",
"DGB0537","ROADFORD","-32768","-32768","0","-32768","-32768","0","0","3000","37000","Launceston","GB","","11952","","-32768","-32768","","","","t","","t","","1989","England","44","f","430","f","1000","S","South West Water","","U","","fa","R","37000","3000","148","L","Babtie Shaw & Morton","Sir Alfred McAlpine & Sons","","","","","",
"DGB0546","BLITHFIELD","-32768","-32768","0","-32768","-32768","0","0","3200","18172","Rugeley","GB","","8536","","-32768","-32768","","","","t","","t","","1953","England","16","f","856","f","456","S","South Staffs Waterworks Co.","","U","","ie","S","18172","3200","230","L","G H Hill ","John Mowlem","","","","","",
"DGB0547","CHELMARSH","-32768","-32768","0","-32768","-32768","0","0","388","3063","Bridgnorth","GB","","8839","","-32768","-32768","","","","t","","t","","1966","England","27","f","700","f","","S","South Staffs Waterworks Co.","","U","","ie","S","3063","388","18","L","South Staffs Waterworks Co.","Lehane, McKensie, Shand","","","","","",
"DGB0548","SULBY","-32768","-32768","0","-32768","-32768","0","0","220","4500","Douglas","GB","","-32768","","-32768","-32768","","","","t","","t","","1982","Isle of Man","65","f","250","f","880","S","Isle of Man Water Authority","","H","","ia/fa","R","4500","220","200","L","G H Hill","Shephard, Hill Co Ltd","","","","","",
"DGB0549","GRIMWITH","-32768","-32768","0","-32768","-32768","0","0","150","2200","Pateley Bridge","GB","","9046","","-32768","-32768","","","","t","","t","","1864","England","47","f","994","f","1030","S","Yorkshire Water ","","U","","ie","R/S","2200","150","","L","J.W.Leather","Duckett & Stead","","","","","",
"DGB0550","QUEEN'S VALLEY","-32768","-32768","0","-32768","-32768","0","0","122","1198","St Helier","GB","","-32768","","-32768","-32768","","","","t","","t","","1992","Jersey","36","f","170","f","250","S","Jersey New Waterworks Co Ltd","","U","","ia","R","1198","122","43","L","Montgomery Watson","M J Gleeson Ltd","","","","","",
"DGB0551","CARSINGTON","-32768","-32768","0","-32768","-32768","0","0","2950","35000","Wirksworth","GB","","9036","","-32768","-32768","","","","t","","t","","1992","England","34","f","1200","f","","S","Severn-Trent Water","","U","","ie","S","35000","2950","24","L","Babtie Shaw & Morton","Shephard, Hill Ltd","","","","","",
"DGB0552","PONTSTICILL","-32768","-32768","0","-32768","-32768","0","0","1412","15640","Pontsticill","GB","","11484","","-32768","-32768","","","","t","","t","","1927","Wales","34","f","320","f","","S","Welsh Water","","U","","ie","x","15640","1412","","L,L","","","","","","","",
"DGB0553","GLENDEVON LOWER","-32768","-32768","0","-32768","-32768","0","0","380","4480","Kinross","GB","","9042","","-32768","-32768","","","","t","","t","","1924","Scotland","31","f","240","f","","S","Fife Regional Council","","U","","ie","x","4480","380","","L","","","","","","","",
"DGB0554","YARROW (LEICESTER VALE)","-32768","-32768","0","-32768","-32768","0","0","246","3528","Chorley","GB","","11972","","-32768","-32768","","","","t","","t","","1875","England","31","f","783","f","","S","North West Water","","U","","ie","S","3528","246","","L","J.Jackson","","","","","","",
"DGB0555","TORSIDE","-32768","-32768","0","-32768","-32768","0","0","650","6700","Glossop","GB","","9234","","-32768","-32768","","","","t","","t","","1854","England","26","f","274","f","378","SR","North West Water","","U","","ie","R","6700","650","","L","J.F.Bateman","Merrit","","","","","",
"DGB0556","RAMSDEN CLOUGH","-32768","-32768","0","-32768","-32768","0","0","50","473","Todmorden","GB","","8703","","-32768","-32768","","","","t","","t","","1888","England","22","f","300","f","","S","North West Water","","U","","ie","R","473","50","","L","James Farrer","Crabtree Brothers","","","","","",
"DGB0557","FERNWORTHY","-32768","-32768","0","-32768","-32768","0","0","1101","13000","Dunoon","GB","","-32768","","-32768","-32768","","","","t","","t","","1953","Scotland","16","f","202","f","34","H","Scottish Hydro Electric","","U","","ic","R","13000","1101","","","Crouch & Hogg","Crowley Russell & Co Ltd","","","","","",
"DGB0558","ANGLEZARKE","-32768","-32768","0","-32768","-32768","0","0","7360","4169","","GB","","-32768","","-32768","-32768","","","","t","","t","","1857","","14","f","","f","","S","","","","","","","4169","7360","","","","","","","","","",
"DGB0559","DALWHINNIE","-32768","-32768","0","-32768","-32768","0","0","23269","229367","","GB","","-32768","","-32768","-32768","","","","t","","t","","1937","","14","f","","f","","H","","","","","","","229367","23269","","","","","","","","","",
"DGB0560","STRATHDUIE WATER","-32768","-32768","0","-32768","-32768","0","0","1450","7700","","GB","","-32768","","-32768","-32768","","","","t","","t","","1952","","14","f","","f","","H","","","","","","","7700","1450","","","","","","","","","",
"DGB0561","CARRON VALLEY","-32768","-32768","0","-32768","-32768","0","0","3892","21800","","GB","","-32768","","-32768","-32768","","","","t","","t","","1938","","13","f","","f","","S","","","","","","","21800","3892","","","","","","","","","",
"DGB0562","CHEW STOKE","-32768","-32768","0","-32768","-32768","0","0","4857","20457","","GB","","-32768","","-32768","-32768","","","","t","","t","","1956","","13","f","","f","","S","","","","","","","20457","4857","","","","","","","","","",
"DGB0563","CHASEWATER","-32768","-32768","0","-32768","-32768","0","0","1080","3691","","GB","","-32768","","-32768","-32768","","","","t","","t","","1819","","12","f","","f","","S","","","","","","","3691","1080","","","","","","","","","",
"DGB0564","GYFYNYS","-32768","-32768","0","-32768","-32768","0","0","","32668","","GB","","-32768","","-32768","-32768","","","","t","","t","","1928","","12","f","","f","","S","","","","","","","32668","","","","","","","","","","",
"DGB0565","HARPERRIG","-32768","-32768","0","-32768","-32768","0","0","950","4091","","GB","","-32768","","-32768","-32768","","","","t","","t","","1859","","12","f","","f","","S","","","","","","","4091","950","","","","","","","","","",
"DGB0566","STAINES NORTH","-32768","-32768","0","-32768","-32768","0","0","720","7200","","GB","","-32768","","-32768","-32768","","","","t","","t","","1903","","12","f","","f","","S","","","","","","","7200","720","","","","","","","","","",
"DGB0567","STAINES NORTH","-32768","-32768","0","-32768","-32768","0","0","720","7200","","GB","","-32768","","-32768","-32768","","","","t","","t","","1903","","12","f","","f","","S","","","","","","","7200","720","","","","","","","","","",
"DGB0568","FARMOOR NO. 1","-32768","-32768","0","-32768","-32768","0","0","520","4544","","GB","","-32768","","-32768","-32768","","","","t","","t","","1965","","11","f","","f","","S","","","","","","","4544","520","","","","","","","","","",
"DGB0569","FARMOOR NO. 2","-32768","-32768","0","-32768","-32768","0","0","1024","9298","","GB","","-32768","","-32768","-32768","","","","t","","t","","1977","","11","f","","f","","S","","","","","","","9298","1024","","","","","","","","","",
"DGB0570","KEN","-32768","-32768","0","-32768","-32768","0","0","12340","40840","","GB","","-32768","","-32768","-32768","","","","t","","t","","1934","","11","f","","f","","H","","","","","","","40840","12340","","","","","","","","","",
"DGB0571","LOCH TRALAIG","-32768","-32768","0","-32768","-32768","0","0","810","6940","","GB","","-32768","","-32768","-32768","","","","t","","t","","1956","","11","f","","f","","H","","","","","","","6940","810","","","","","","","","","",
"DGB0572","RANDIEFORD","-32768","-32768","0","-32768","-32768","0","0","3892","21800","","GB","","-32768","","-32768","-32768","","","","t","","t","","1938","","11","f","","f","","S","","","","","","","21800","3892","","","","","","","","","",
"DGB0573","WALTON - BESSBOROUGH","-32768","-32768","0","-32768","-32768","0","0","299","3260","","GB","","-32768","","-32768","-32768","","","","t","","t","","1907","","11","f","","f","","S","","","","","","","3260","299","","","","","","","","","",
