noeea,name,x_icold,y_icold,score,x_prop,y_prop,x_val,y_val,area,cap_total,ic_city,country,lake_name,river_id,river_name,year_opp,year_dead,comments,valid,ic_continent,is_main,noeea_m,is_icold,alias,ic_year,ic_state,ic_high,ic_high_guessed,ic_length,ic_length_guessed,ic_vol,ic_purpose,ic_owner,ic_note,ic_particular,ic_international,ic_sealing,ic_foundation,ic_capacity,ic_area,ic_spill,ic_type_spill,ic_engineer,ic_contractor,ic_p_mw,ic_e_whpyear,ic_irrigation,ic_floodstock,ic_settlement,
"DGB0574","HILLEND","-32768","-32768","0","-32768","-32768","0","0","1340","4229","","GB","","-32768","","-32768","-32768","","","","t","","t","","1797","","10","f","","f","","N","","","","","","","4229","1340","","","","","","","","","",
"DGB0575","KATRINE","-32768","-32768","0","-32768","-32768","0","0","","64610","","GB","","-32768","","-32768","-32768","","","","t","","t","","1859","","10","f","","f","","S","","","","","","","64610","","","","","","","","","","",
"DGB0576","TROMIE","-32768","-32768","0","-32768","-32768","0","0","1210","4500","","GB","","-32768","","-32768","-32768","","","","t","","t","","1941","","10","f","","f","","H","","","","","","","4500","1210","","","","","","","","","",
"DGB0577","ANGLEZARKE   HEAPEY","-32768","-32768","0","-32768","-32768","0","0","","4169","","GB","","-32768","","-32768","-32768","","","","t","","t","","1857","","9","f","","f","","S","","","","","","","4169","","","","","","","","","","",
"DGB0578","BWLCH-Y-GLE","-32768","-32768","0","-32768","-32768","0","0","2490","50000","","GB","","-32768","","-32768","-32768","","","","t","","t","","1968","","9","f","","f","","S","","","","","","","50000","2490","","","","","","","","","",
"DGB0579","ISLAND BARN","-32768","-32768","0","-32768","-32768","0","0","4900","4190","","GB","","-32768","","-32768","-32768","","","","t","","t","","1911","","9","f","","f","","S","","","","","","","4190","4900","","","","","","","","","",
"DGB0580","LITTLE LOCH SHIN","-32768","-32768","0","-32768","-32768","0","0","370","25000","","GB","","-32768","","-32768","-32768","","","","t","","t","","1960","","9","f","","f","","H","","","","","","","25000","370","","","","","","","","","",
"DGB0581","SPEY","-32768","-32768","0","-32768","-32768","0","0","1840","5100","","GB","","-32768","","-32768","-32768","","","","t","","t","","1944","","9","f","","f","","H","","","","","","","5100","1840","","","","","","","","","",
"DGB0582","STAINES SOUTH","-32768","-32768","0","-32768","-32768","0","0","1000","7950","","GB","","-32768","","-32768","-32768","","","","t","","t","","1903","","9","f","","f","","S","","","","","","","7950","1000","","","","","","","","","",
"DGB0583","STRATHCLYDE PARK LOCH","-32768","-32768","0","-32768","-32768","0","0","810","3240","","GB","","-32768","","-32768","-32768","","","","t","","t","","1972","","9","f","","f","","S","","","","","","","3240","810","","","","","","","","","",
"DGB0584","COBBINSHAW","-32768","-32768","0","-32768","-32768","0","0","1290","3544","","GB","","-32768","","-32768","-32768","","","","t","","t","","1822","","8","f","","f","","N","","","","","","","3544","1290","","","","","","","","","",
"DGB0585","FANNICH","-32768","-32768","0","-32768","-32768","0","0","10967","362000","","GB","","-32768","","-32768","-32768","","","","t","","t","","1957","","8","f","","f","","H","","","","","","","362000","10967","","","","","","","","","",
"DGB0586","GAIRLOCH","-32768","-32768","0","-32768","-32768","0","0","1350","4200","","GB","","-32768","","-32768","-32768","","","","t","","t","","1952","","8","f","","f","","H","","","","","","","4200","1350","","","","","","","","","",
"DGB0587","KING GEORGE V","-32768","-32768","0","-32768","-32768","0","0","1720","12400","","GB","","-32768","","-32768","-32768","","","","t","","t","","1912","","8","f","","f","","S","","","","","","","12400","1720","","","","","","","","","",
"DGB0588","LOCH ARKLET","-32768","-32768","0","-32768","-32768","0","0","","12284","","GB","","-32768","","-32768","-32768","","","","t","","t","","1914","","8","f","","f","","S","","","","","","","12284","","","","","","","","","","",
"DGB0589","LOCH COULTER","-32768","-32768","0","-32768","-32768","0","0","760","3790","","GB","","-32768","","-32768","-32768","","","","t","","t","","1932","","8","f","","f","","S","","","","","","","3790","760","","","","","","","","","",
"DGB0590","LOCH LOCHY","-32768","-32768","0","-32768","-32768","0","0","17596","51652","","GB","","-32768","","-32768","-32768","","","","t","","t","","1846","","8","f","","f","","N","","","","","","","51652","17596","","","","","","","","","",
"DGB0591","ALAW 3","-32768","-32768","0","-32768","-32768","0","0","","7500","","GB","","-32768","","-32768","-32768","","","","t","","t","","1965","","7","f","","f","","S","","","","","","","7500","","","","","","","","","","",
"DGB0592","LOCH EARN","-32768","-32768","0","-32768","-32768","0","0","9900","34100","","GB","","-32768","","-32768","-32768","","","","t","","t","","1957","","7","f","","f","","H","","","","","","","34100","9900","","","","","","","","","",
"DGB0593","LOCH MHOR","-32768","-32768","0","-32768","-32768","0","0","4280","14500","","GB","","-32768","","-32768","-32768","","","","t","","t","","1896","","7","f","","f","","H","","","","","","","14500","4280","","","","","","","","","",
"DGB0594","KIRK","-32768","-32768","0","-32768","-32768","0","0","918","3909","","GB","","-32768","","-32768","-32768","","","","t","","t","","1820","","6","f","","f","","S","","","","","","","3909","918","","","","","","","","","",
"DGB0595","RANNOCH WEIR","-32768","-32768","0","-32768","-32768","0","0","19260","64000","","GB","","-32768","","-32768","-32768","","","","t","","t","","1933","","6","f","","f","","H","","","","","","","64000","19260","","","","","","","","","",
"DGB0596","STAC WEIR","-32768","-32768","0","-32768","-32768","0","0","670","3500","","GB","","-32768","","-32768","-32768","","","","t","","t","","1963","","6","f","","f","","H","","","","","","","3500","670","","","","","","","","","",
"DGB0597","EGLWYS NUNYDD","-32768","-32768","0","-32768","-32768","0","0","1052","3800","","GB","","-32768","","-32768","-32768","","","","t","","t","","1962","","5","f","","f","","S","","","","","","","3800","1052","","","","","","","","","",
"DGB0598","GARTHBEG","-32768","-32768","0","-32768","-32768","0","0","4280","14500","","GB","","-32768","","-32768","-32768","","","","t","","t","","1896","","5","f","","f","","H","","","","","","","14500","4280","","","","","","","","","",
"DGB0599","HENDREMUR/TRAWSFYNYDD","-32768","-32768","0","-32768","-32768","0","0","4775","32268","","GB","","-32768","","-32768","-32768","","","","t","","t","","1928","","5","f","","f","","","","","","","","","32268","4775","","","","","","","","","",
"DGB0600","LOCH VENACHER","-32768","-32768","0","-32768","-32768","0","0","","11765","","GB","","-32768","","-32768","-32768","","","","t","","t","","1859","","5","f","","f","","S","","","","","","","11765","","","","","","","","","","",
"DGR0001","MARATHON","-32768","-32768","0","-32768","-32768","0","0","","41000","Athena","GR","","9623","","1929","-32768","","","","t","","t","","1931","Sterea Hellas","63","f","285","f","179","S","EYDAP","","U","","hc","R","41000","","100","L","ULEN & Co. (USA)","ULEN & Co. (USA)","","","","","",
"DGR0002","LOUROS","-32768","-32768","0","-32768","-32768","0","0","370","1000","Arta","GR","","10221","","-32768","-32768","","","","t","","t","","1954","Epirus","18","f","97","f","12","H","PPC","","U","","hc","R","1000","370","1400","L","Omnium Lyonais, ETER","Onium Lyonais, ETER","","","","","",
"DGR0003","LADHON","-32768","-32768","0","-32768","-32768","0","0","","46200","Patra","GR","","10049","","-32768","-32768","","","","t","","t","","1955","Peloponissos","58","f","101","f","36","H","PPC","","U","","hc","R","46200","","760","V","Societa Edison","Lodigiani, Rodio","","","","","",
"DGR0004","TAVROPOS","-32768","-32768","0","-32768","-32768","0","0","2520","400000","Karditsa","GR","","10355","","-32768","-32768","","","","t","","t","","1959","Thessalia","83","f","220","f","100","HI","PPC","","U","","hc","R","400000","2520","460","V","Omnium Lyonais Coteci","Omnium Lyonais Coteci","","","","","",
"DGR0005","PERDIKAS","-32768","-32768","0","-32768","-32768","0","0","","10000","Ptolemaida","GR","","11664","","-32768","-32768","","","","t","","t","","1962","W. Macedonia","30","f","352","f","530","S","Ministry of Coordination","","U","","ie","R","10000","","680","L","F. Kocks","Soc. Francaise d'Entreprises, Domiki, O&O","","","","","",
"DGR0006","KREMASTA","-32768","-32768","0","-32768","-32768","0","0","80600","4495000","Agrinio","GR","","8035","","-32768","-32768","","","","t","","t","","1965","Sterea Hellas","160","f","456","f","8170","HF","PPC","","U","","ie","R","4495000","80600","3000","V","Engineering Consultants Inc.","Kaiser Eng. & Constructors Inc.","","","","","",
"DGR0007","PINIOS ILIAS","-32768","-32768","0","-32768","-32768","0","0","","420000","Amalias","GR","","10762","","1967","-32768","","","","t","","t","","1968","Peloponissos","53","f","2100","f","11600","I","Ministry of Public Works","","U","","ie","S","420000","","2770","L/V","Kyriakos, Dallas, et al","EDOK-ETER, Domiki, O&O, Western Constr. Corp.","","","","","",
"DGR0008","KASTRAKI","-32768","-32768","0","-32768","-32768","0","0","28000","950000","Agrinio","GR","","8035","","-32768","-32768","","","","t","","t","","1969","Sterea Hellas","96","f","547","f","5218","HS","PPC","","U","","ie","R","950000","28000","3700","L","Ebasco Services Inc.","O&O, Domiki, EDOK-ETER","","","","","",
"DGR0009","POLYPHYTO","-32768","-32768","0","-32768","-32768","0","0","","1939000","Kozani","GR","","8135","","-32768","-32768","","","","t","","t","","1974","W. Macedonia","112","f","296","f","3400","HF","PPC","","U","","ie","R","1939000","","1375","V","ELECTRO-WATT","O&O, EDOK-ETER","","","","","",
"DGR0010","MORNOS","-32768","-32768","0","-32768","-32768","0","0","","780000","Lidhorikio","GR","","10448","","-32768","-32768","","","","t","","t","","1976","Sterea Hellas","125","f","815","f","17000","SI","EYDAP","","U","","ie","R","780000","","","","Lahmayer Int., Tetraktys","O&O, Domiki, Skapanefs, Drassis, Technikodomiki, Archirodon","","","","","",
"DGR0011","POURNARI","-32768","-32768","0","-32768","-32768","0","0","","730000","Arta","GR","","8213","","1980","-32768","","","","t","","t","","1981","Epirus","107","f","580","f","9000","HF","PPC","","U","","ie","R","730000","","6100","V","PPC-KMY","Elliniki Techniki, O&O, Skapanefs","","","","","",
"DGR0012","ASSOMATA","-32768","-32768","0","-32768","-32768","0","0","2400","55000","Veria","GR","","8135","","-32768","-32768","","","","t","","t","","1985","W. Macedonia","52","f","205","f","1450","H","PPC","","U","","ie","R","55000","2400","1600","V","PPC-KMY","AEGEK","","","","","",
"DGR0013","SFIKIA","-32768","-32768","0","-32768","-32768","0","0","4200","99000","Veria","GR","","8135","","-32768","-32768","","","","t","","t","","1985","C. Macedonia","82","f","220","f","1620","H","PPC","Pump-storage hydro","U","","ie","R","99000","4200","1600","V","PPC-KMY","O&O, ETKA","","","","","",
"DGR0014","STRATOS","-32768","-32768","0","-32768","-32768","0","0","","80000","Agrinio","GR","","8035","","1987","-32768","","","","t","","t","","1988","Sterea Hellas","26","f","1900","f","2800","H","PPC","","U","","ie","S","80000","","4000","V","PPC-DAYE","Elliniki Techniki, Cosint","","","","","",
"DGR0015","PIGAE AOOS","-32768","-32768","0","-32768","-32768","0","0","11500","260000","Ioannina","GR","","8209","","-32768","-32768","","","","t","","t","","1989","Epirus","78","f","300","f","3000","H","PPC","","U","","ie","R","260000","11500","160","V","PPC-KMY","AEGEK","","","","","",
"DGR0016","PENDE ALONIA 1","-32768","-32768","0","-32768","-32768","0","0","11500","260000","Ioannina","GR","","8209","","1989","-32768","","","","f","DGR0015","t","","1990","Epirus","30","f","286","f","482","H","PPC","","U","","ie","R","260000","11500","160","V","PPC-KMY","AEGEK","","","","","",
"DGR0017","PENDE ALONIA 2","-32768","-32768","0","-32768","-32768","0","0","11500","260000","Ioannina","GR","","8209","","1989","-32768","","","","f","DGR0015","t","","1990","Epirus","17","f","180","f","135","H","PPC","","U","","ie","R","260000","11500","160","V","PPC-KMY","AEGEK","","","","","",
"DGR0018","POLITSES 1","-32768","-32768","0","-32768","-32768","0","0","11500","260000","Ioannina","GR","","8209","","1989","-32768","","","","f","DGR0015","t","","1990","Epirus","18","f","130","f","43","H","PPC","","U","","ie","R","260000","11500","160","V","PPC-KMY","AEGEK","","","","","",
"DGR0019","POLITSES ","-32768","-32768","0","-32768","-32768","0","0","11500","260000","Ioannina","GR","","8209","","1989","-32768","","","","f","DGR0015","t","","1990","Epirus","40","f","235","f","493","H","PPC","","U","","ie","R","260000","11500","160","V","PPC-KMY","AEGEK","","","","","",
"DGR0020","POLITSES 3","-32768","-32768","0","-32768","-32768","0","0","11500","260000","Ioannina","GR","","8209","","1989","-32768","","","","f","DGR0015","t","","1990","Epirus","25","f","180","f","216","H","PPC","","U","","ie","R","260000","11500","160","V","PPC-KMY","AEGEK","","","","","",
"DGR0021","THISSAVROS","-32768","-32768","0","-32768","-32768","0","0","18000","705000","Drama","GR","","10525","","1992","-32768","","","","t","","t","","1996","E. Macedonia","170","f","480","f","10000","H","PPC","Pump-storage hydro","U","","ie","R","705000","18000","9560","V","PPC-DAYE","Proodeftiki, TEB, Sarandopoulos","","","","","",
"DGR0022","AG. VARVARA","-32768","-32768","0","-32768","-32768","0","0","920","8000","Veria","GR","","8135","","-32768","-32768","","","","t","","t","","2004","W. Macedonia","15","f","2400","f","1000","I","PPC","","C","","ie","S","8000","920","1520","L","PPC-DAYE","Edrasi-Psallidas","","","","","",
"DGR0023","APOLAKIA","-32768","-32768","0","-32768","-32768","0","0","800","7000","Rodos","GR","","8212","","-32768","-32768","","","","t","","t","","1989","Dodecanissa","47","f","405","f","756","I","Ministry of Agriculture","","U","","ie","R","7000","800","500","L","D. Costandinides","ATEK","","","","","",
"DGR0024","AYIONERI","-32768","-32768","0","-32768","-32768","0","0","","","Elassona","GR","","8345","","-32768","-32768","","","","t","","t","","2004","Thesalia","40","f","195","f","","I","Municipality of Larissa","","C","","ie","R","","","","L","YDRETME","Cyclos-Spheriki","","","","","",
"DGR0025","BRAMIANOS","-32768","-32768","0","-32768","-32768","21.697998046875","39.35978526869","","15000","Ierapetra","GR","","8595","","-32768","-32768","Around here			
				","t","","t","","t","","1986","Crete","63","f","660","f","3000","I","Ministry of Public Works","","U","","ie","R","15000","","","L","","","","","","","",
"DGR0026","ERESSOS","-32768","-32768","0","-32768","-32768","0","0","","2755","Eressos","GR","","8826","","-32768","-32768","","","","t","","t","","2003","Lesvos","30","f","320","f","765","I","Ministry of Agriculture","","C","","ie","R","2755","","","L","Fragiadis - Apostolidis","Efklidis","","","","","",
"DGR0027","EVINOS","-32768","-32768","0","-32768","-32768","0","0","","113000","Nafpaktos","GR","","9240","","-32768","-32768","","","","t","","t","","2001","Sterea Hellas","124","f","640","f","14000","S","Ministry of Public Works","","U","","ie","R","113000","","","L","Karavokiris - Edafos","Meton/AEGEK","","","","","",
"DGR0028","FANEROMENI","-32768","-32768","0","-32768","-32768","0","0","","2000","Naxos","GR","","11329","","-32768","-32768","","","","t","","t","","2003","Cyclades","49","f","300","f","360","I","Ministry of Agriculture","","U","","fc","R","2000","","","L","ENM","GEKAT","","","","","",
"DGR0029","FANEROMENI","-32768","-32768","0","-32768","-32768","0","0","1000","10000","Iraklio","GR","","9983","","-32768","-32768","","","","t","","t","","2004","Crete","73","f","470","f","3000","IF","Prefecture of Crete","","C","","ie","R","10000","1000","860","L","Costandinidis-Doxiadis","ELTER","","","","","",
